,Name,Link
387,Jim Cash,/name/nm0143596/?ref_=tt_cl_wr_1
388,Oliver H.P. Garrett,/name/nm0308177/?ref_=tt_cl_wr_3
389,Cesare Zavattini,/name/nm0953790/?ref_=tt_cl_wr_1
390,W.R. Burnett,/name/nm0122446/?ref_=tt_cl_wr_3
391,Jérôme Géronimi,/name/nm0167242/?ref_=tt_cl_wr_3
392,Thomas Keneally,/name/nm0447745/?ref_=tt_cl_wr_1
393,Ben Hecht,/name/nm0372942/?ref_=tt_cl_wr_3
394,Nick Lathouris,/name/nm0490147/?ref_=tt_cl_wr_3
395,Jeb Stuart,/name/nm0835732/?ref_=tt_cl_wr_2
396,Majid Majidi,/name/nm0006498/?ref_=tt_cl_wr_1
397,Laeta Kalogridis,/name/nm0436164/?ref_=tt_cl_wr_1
398,Robert Schenkkan,/name/nm0770938/?ref_=tt_cl_wr_1
399,Walter Hill,/name/nm0001353/?ref_=tt_cl_wr_3
400,Juan José Campanella,/name/nm0002728/?ref_=tt_cl_wr_2
401,Lawrence Kasdan,/name/nm0001410/?ref_=tt_cl_wr_1
402,Joseph Delteil,/name/nm0217865/?ref_=tt_cl_wr_1
403,Alec Coppel,/name/nm0178785/?ref_=tt_cl_wr_1
404,Guy Ritchie,/name/nm0005363/?ref_=tt_cl_wr_1
405,Hideo Oguni,/name/nm0644823/?ref_=tt_cl_wr_3
406,Brian Helgeland,/name/nm0001338/?ref_=tt_cl_wr_2
407,Peter Morgan,/name/nm0604948/?ref_=tt_cl_wr_1
408,Tom McCarthy,/name/nm0565336/?ref_=tt_cl_wr_3
409,David S. Goyer,/name/nm0275286/?ref_=tt_cl_wr_2
410,Julius J. Epstein,/name/nm0258493/?ref_=tt_cl_wr_1
411,Vidhu Vinod Chopra,/name/nm0006765/?ref_=tt_cl_wr_1
412,Pete Docter,/name/nm0230032/?ref_=tt_cl_wr_2
413,Ted Tally,/name/nm0848217/?ref_=tt_cl_wr_2
414,Harry Grey,/name/nm0340580/?ref_=tt_cl_wr_1
415,John Cleese,/name/nm0000092/?ref_=tt_cl_wr_2
416,Stephen P. Lindsey,/name/nm2124742/?ref_=tt_cl_wr_1
417,Paulo Lins,/name/nm0513130/?ref_=tt_cl_wr_1
418,Harry Crocker,/name/nm0188357/?ref_=tt_cl_wr_3
419,Ethan Coen,/name/nm0001053/?ref_=tt_cl_wr_1
420,Budd Schulberg,/name/nm0775977/?ref_=tt_cl_wr_1
421,Josh Singer,/name/nm1802857/?ref_=tt_cl_wr_1
422,Egon Jacobsohn,/name/nm0414825/?ref_=tt_cl_wr_3
423,Joel Coen,/name/nm0001054/?ref_=tt_cl_wr_2
424,Valérie Beaugrand-Champagne,/name/nm4034068/?ref_=tt_cl_wr_3
425,Florian Henckel von Donnersmarck,/name/nm0003697/?ref_=tt_cl_wr_1
426,Ken Kesey,/name/nm0450181/?ref_=tt_cl_wr_3
427,Andrew Knight,/name/nm0460795/?ref_=tt_cl_wr_2
428,Eric Roth,/name/nm0744839/?ref_=tt_cl_wr_2
429,Donn Pearce,/name/nm0668914/?ref_=tt_cl_wr_1
430,John Lasseter,/name/nm0005124/?ref_=tt_cl_wr_1
431,Winston Groom,/name/nm0343165/?ref_=tt_cl_wr_1
432,Howard Hawks,/name/nm0001328/?ref_=tt_cl_wr_2
433,Joseph Stefano,/name/nm0825010/?ref_=tt_cl_wr_1
434,Christopher Miller,/name/nm0588087/?ref_=tt_cl_wr_2
435,Daphne Du Maurier,/name/nm0238898/?ref_=tt_cl_wr_1
436,Randall Wallace,/name/nm0908824/?ref_=tt_cl_wr_1
437,Jez Butterworth,/name/nm0125336/?ref_=tt_cl_wr_1
438,Bob Kane,/name/nm0004170/?ref_=tt_cl_wr_1
439,Erik Sommers,/name/nm1273099/?ref_=tt_cl_wr_2
440,David Koepp,/name/nm0462895/?ref_=tt_cl_wr_2
441,Stephen King,/name/nm0000175/?ref_=tt_cl_wr_1
442,Luc Besson,/name/nm0000108/?ref_=tt_cl_wr_1
443,Matt Damon,/name/nm0000354/?ref_=tt_cl_wr_1
444,Frank Darabont,/name/nm0001104/?ref_=tt_cl_wr_2
445,Harper Lee,/name/nm0497369/?ref_=tt_cl_wr_1
446,Joan Harrison,/name/nm0365661/?ref_=tt_cl_wr_3
447,Jaskunwar Kohli,/name/nm8402629/?ref_=tt_cl_wr_2
448,Lothar G. Buchheim,/name/nm0118164/?ref_=tt_cl_wr_2
449,Philip G. Epstein,/name/nm0258525/?ref_=tt_cl_wr_2
450,Shinobu Hashimoto,/name/nm0368074/?ref_=tt_cl_wr_3
451,Peter Shaffer,/name/nm0787323/?ref_=tt_cl_wr_1
452,Ernst Lubitsch,/name/nm0523932/?ref_=tt_cl_wr_3
453,Christopher Priest,/name/nm1793993/?ref_=tt_cl_wr_3
454,Pete Docter,/name/nm0230032/?ref_=tt_cl_wr_1
455,Akiva Goldsman,/name/nm0326040/?ref_=tt_cl_wr_1
456,Gillian Flynn,/name/nm5058839/?ref_=tt_cl_wr_1
457,Darren Aronofsky,/name/nm0004716/?ref_=tt_cl_wr_2
458,Deric Washburn,/name/nm0913346/?ref_=tt_cl_wr_2
459,Pierre Boileau,/name/nm0092267/?ref_=tt_cl_wr_3
460,Andrew Stanton,/name/nm0004056/?ref_=tt_cl_wr_1
461,Andrew Niccol,/name/nm0629272/?ref_=tt_cl_wr_1
462,Diane Johnson,/name/nm0424956/?ref_=tt_cl_wr_3
463,James Mangold,/name/nm0003506/?ref_=tt_cl_wr_1
464,Franco Solinas,/name/nm0758357/?ref_=tt_cl_wr_1
465,Francis Ford Coppola,/name/nm0000338/?ref_=tt_cl_wr_1
466,Bo Goldman,/name/nm0325743/?ref_=tt_cl_wr_2
467,Florian Zeller,/name/nm1725469/?ref_=tt_cl_wr_2
468,Wolfgang Petersen,/name/nm0000583/?ref_=tt_cl_wr_1
469,Henri-Georges Clouzot,/name/nm0167241/?ref_=tt_cl_wr_2
470,Sidney Buchman,/name/nm0118227/?ref_=tt_cl_wr_1
471,Pierre Boulle,/name/nm0099541/?ref_=tt_cl_wr_1
472,Peter George,/name/nm0313570/?ref_=tt_cl_wr_3
473,Richard Linklater,/name/nm0000500/?ref_=tt_cl_wr_1
474,Tim McCanlies,/name/nm0564827/?ref_=tt_cl_wr_1
475,Christopher Hampton,/name/nm0358960/?ref_=tt_cl_wr_1
476,Philip K. Dick,/name/nm0001140/?ref_=tt_cl_wr_3
