,Name,Link
420,Frank Morgan,/name/nm0604656/?ref_=tt_ov_st
421,Mónica Villa,/name/nm0897640/?ref_=tt_ov_st
422,David Morse,/name/nm0001556/?ref_=tt_ov_st
423,John Cazale,/name/nm0001030/?ref_=tt_ov_st
424,Chieko Baishô,/name/nm0047962/?ref_=tt_ov_st
425,Don Cheadle,/name/nm0000332/?ref_=tt_ov_st
426,Ewen Bremner,/name/nm0001971/?ref_=tt_ov_st
427,Christopher Plummer,/name/nm0001626/?ref_=tt_ov_st
428,Yuriko Ishida,/name/nm0410942/?ref_=tt_ov_st
429,Linda Cardellini,/name/nm0004802/?ref_=tt_ov_st
430,Wendell Corey,/name/nm0179819/?ref_=tt_ov_st
431,James Earl Jones,/name/nm0000469/?ref_=tt_ov_st
432,Tim Robbins,/name/nm0000209/?ref_=tt_ov_st
433,Jean Arthur,/name/nm0000795/?ref_=tt_ov_st
434,Spencer Tracy,/name/nm0000075/?ref_=tt_ov_st
435,Gene Hackman,/name/nm0000432/?ref_=tt_ov_st
436,Klaus Wennemann,/name/nm0921044/?ref_=tt_ov_st
437,Johnny Depp,/name/nm0000136/?ref_=tt_ov_st
438,Suriya,/name/nm1421814/?ref_=tt_ov_st
439,Nawazuddin Siddiqui,/name/nm1596350/?ref_=tt_ov_st
440,Edward Norton,/name/nm0001570/?ref_=tt_ov_st
441,Keir Dullea,/name/nm0001158/?ref_=tt_ov_st
442,Liam Neeson,/name/nm0000553/?ref_=tt_ov_st
443,Cillian Murphy,/name/nm0614165/?ref_=tt_ov_st
444,Ayano Shiraishi,/name/nm0794186/?ref_=tt_ov_st
445,Tom Cruise,/name/nm0000129/?ref_=tt_ov_st
446,Meat Loaf,/name/nm0001533/?ref_=tt_ov_st
447,Bonnie Bedelia,/name/nm0000889/?ref_=tt_ov_st
448,Eric Idle,/name/nm0001385/?ref_=tt_ov_st
449,Patrick McGoohan,/name/nm0001526/?ref_=tt_ov_st
450,Charlton Heston,/name/nm0000032/?ref_=tt_ov_st
451,Rutger Hauer,/name/nm0000442/?ref_=tt_ov_st
452,Omar Sy,/name/nm1082477/?ref_=tt_ov_st
453,Sakshi Tanwar,/name/nm2799219/?ref_=tt_ov_st
454,Carole Lombard,/name/nm0001479/?ref_=tt_ov_st
455,Tony Curtis,/name/nm0000348/?ref_=tt_ov_st
456,Thomas Bo Larsen,/name/nm0488917/?ref_=tt_ov_st
457,Michael Kenneth Williams,/name/nm0931324/?ref_=tt_ov_st
458,Chris Hemsworth,/name/nm1165110/?ref_=tt_ov_st
459,Nobuo Kaneko,/name/nm0437520/?ref_=tt_ov_st
460,Amy Poehler,/name/nm0688132/?ref_=tt_ov_st
461,Jonny Lee Miller,/name/nm0001538/?ref_=tt_ov_st
462,Tyrone Power,/name/nm0000061/?ref_=tt_ov_st
463,Keith David,/name/nm0202966/?ref_=tt_ov_st
464,Hugh Jackman,/name/nm0413168/?ref_=tt_ov_st
465,Clark Gable,/name/nm0000022/?ref_=tt_ov_st
466,Sareh Bayat,/name/nm4299147/?ref_=tt_ov_st
467,Ethan Hawke,/name/nm0000160/?ref_=tt_ov_st
468,Tom Murray,/name/nm0615306/?ref_=tt_ov_st
469,Arnold Schwarzenegger,/name/nm0000216/?ref_=tt_ov_st
470,Talia Shire,/name/nm0001735/?ref_=tt_ov_st
471,Brigitte Helm,/name/nm0375609/?ref_=tt_ov_st
472,Michelle Pfeiffer,/name/nm0000201/?ref_=tt_ov_st
473,Elissa Knight,/name/nm2264184/?ref_=tt_ov_st
474,Jared Leto,/name/nm0001467/?ref_=tt_ov_st
475,Phillipa Soo,/name/nm5623883/?ref_=tt_ov_st
476,Lin-Manuel Miranda,/name/nm0592135/?ref_=tt_ov_st
477,Bee Vang,/name/nm3057402/?ref_=tt_ov_st
478,Mathieu Amalric,/name/nm0023832/?ref_=tt_ov_st
479,Sergi López,/name/nm0530365/?ref_=tt_ov_st
480,Clint Eastwood,/name/nm0000142/?ref_=tt_ov_st
481,Tim Holt,/name/nm0392529/?ref_=tt_ov_st
482,Christopher Mintz-Plasse,/name/nm2395586/?ref_=tt_ov_st
483,Jordan Nagai,/name/nm2973712/?ref_=tt_ov_st
484,Michael Berryman,/name/nm0077720/?ref_=tt_ov_st
485,Yoo Ji-tae,/name/nm0949167/?ref_=tt_ov_st
486,Herbert Grönemeyer,/name/nm0344963/?ref_=tt_ov_st
487,Ray Milland,/name/nm0001537/?ref_=tt_ov_st
488,Pete Postlethwaite,/name/nm0000592/?ref_=tt_ov_st
489,Maxim Gaudette,/name/nm0309945/?ref_=tt_ov_st
490,Chieko Higashiyama,/name/nm0383261/?ref_=tt_ov_st
491,Roberto Benigni,/name/nm0000905/?ref_=tt_ov_st
492,Paul Dano,/name/nm0200452/?ref_=tt_ov_st
493,Keanu Reeves,/name/nm0000206/?ref_=tt_ov_st
494,Michael Clarke Duncan,/name/nm0003817/?ref_=tt_ov_st
495,Mads Mikkelsen,/name/nm0586568/?ref_=tt_ov_st
496,Cybill Shepherd,/name/nm0001732/?ref_=tt_ov_st
497,Melissa Benoist,/name/nm2552034/?ref_=tt_ov_st
498,Vincent D'Onofrio,/name/nm0000352/?ref_=tt_ov_st
499,Martina Gedeck,/name/nm0311476/?ref_=tt_ov_st
500,Sam Rockwell,/name/nm0005377/?ref_=tt_ov_st
501,Laura Dern,/name/nm0000368/?ref_=tt_ov_st
502,Jane Darwell,/name/nm0002034/?ref_=tt_ov_st
503,Hailee Steinfeld,/name/nm2794962/?ref_=tt_ov_st
504,Grace Kelly,/name/nm0000038/?ref_=tt_ov_st
505,Patrick Stewart,/name/nm0001772/?ref_=tt_ov_st
506,Mel Gibson,/name/nm0000154/?ref_=tt_ov_st
507,Yôji Matsuda,/name/nm0559444/?ref_=tt_ov_st
508,Benjamin Bratt,/name/nm0000973/?ref_=tt_ov_st
509,Emma Stone,/name/nm1297015/?ref_=tt_ov_st
510,Jack Hawkins,/name/nm0370144/?ref_=tt_ov_st
511,Ryan O'Neal,/name/nm0641939/?ref_=tt_ov_st
512,Geoffrey Rush,/name/nm0001691/?ref_=tt_ov_st
513,Kim Sang-kyung,/name/nm1235292/?ref_=tt_ov_st
514,Charles Vanel,/name/nm0889024/?ref_=tt_ov_st
515,Tom Sizemore,/name/nm0001744/?ref_=tt_ov_st
516,Olga Mironova,/name/nm0592500/?ref_=tt_ov_st
517,Anthony Perkins,/name/nm0000578/?ref_=tt_ov_st
518,Donna Reed,/name/nm0001656/?ref_=tt_ov_st
519,Rufus,/name/nm0749363/?ref_=tt_ov_st
520,River Phoenix,/name/nm0000203/?ref_=tt_ov_st
521,Sylvester Stallone,/name/nm0000230/?ref_=tt_ov_st
522,Jeremy Irons,/name/nm0000460/?ref_=tt_ov_st
523,Noriko Hidaka,/name/nm0383022/?ref_=tt_ov_st
524,Maria Falconetti,/name/nm0266029/?ref_=tt_ov_st
525,Laurence Fishburne,/name/nm0000401/?ref_=tt_ov_st
526,Sophie Okonedo,/name/nm0645683/?ref_=tt_ov_st
527,Joe Pesci,/name/nm0000582/?ref_=tt_ov_st
528,Danny Lloyd,/name/nm0515950/?ref_=tt_ov_st
529,Timothée Chalamet,/name/nm3154303/?ref_=tt_ov_st
530,Fredric March,/name/nm0545298/?ref_=tt_ov_st
531,Yacef Saadi,/name/nm0754272/?ref_=tt_ov_st
532,Tom Hanks,/name/nm0000158/?ref_=tt_ov_st
533,Malcolm McDowell,/name/nm0000532/?ref_=tt_ov_st
534,Bette Davis,/name/nm0000012/?ref_=tt_ov_st
535,Hubert Koundé,/name/nm0468003/?ref_=tt_ov_st
536,Eva Marie Saint,/name/nm0001693/?ref_=tt_ov_st
537,Bob Gunton,/name/nm0348409/?ref_=tt_ov_st
538,Joaquin Phoenix,/name/nm0001618/?ref_=tt_ov_st
539,Bruce Willis,/name/nm0000246/?ref_=tt_ov_st
540,Eijirô Tôno,/name/nm0867391/?ref_=tt_ov_st
541,Max von Sydow,/name/nm0001884/?ref_=tt_ov_st
542,Rachel McAdams,/name/nm1046097/?ref_=tt_ov_st
543,Joan Cusack,/name/nm0000349/?ref_=tt_ov_st
544,Yutaka Sada,/name/nm0755403/?ref_=tt_ov_st
545,Joel Edgerton,/name/nm0249291/?ref_=tt_ov_st
546,Henry Fonda,/name/nm0000020/?ref_=tt_ov_st
547,Tom Berenger,/name/nm0000297/?ref_=tt_ov_st
548,Dean-Charles Chapman,/name/nm2835616/?ref_=tt_ov_st
549,Jackie Coogan,/name/nm0001067/?ref_=tt_ov_st
550,Saïd Taghmaoui,/name/nm0846548/?ref_=tt_ov_st
551,Robert Sean Leonard,/name/nm0000494/?ref_=tt_ov_st
552,Barbara Stanwyck,/name/nm0001766/?ref_=tt_ov_st
553,Mathieu Kassovitz,/name/nm0440913/?ref_=tt_ov_st
554,Akira Ishihama,/name/nm0410968/?ref_=tt_ov_st
555,Frances McDormand,/name/nm0000531/?ref_=tt_ov_st
556,Ralph Meeker,/name/nm0576127/?ref_=tt_ov_st
557,Martin Sheen,/name/nm0000640/?ref_=tt_ov_st
558,Rebecca Ferguson,/name/nm0272581/?ref_=tt_ov_st
559,Liubomiras Laucevicius,/name/nm0490708/?ref_=tt_ov_st
560,Kim Novak,/name/nm0001571/?ref_=tt_ov_st
561,Anthony Hopkins,/name/nm0000164/?ref_=tt_ov_st
562,Vivien Leigh,/name/nm0000046/?ref_=tt_ov_st
563,Mark Hamill,/name/nm0000434/?ref_=tt_ov_st
564,Matthew Modine,/name/nm0000546/?ref_=tt_ov_st
565,R. Lee Ermey,/name/nm0000388/?ref_=tt_ov_st
566,Brad Pitt,/name/nm0000093/?ref_=tt_ov_st
567,Daniel Mays,/name/nm0990547/?ref_=tt_ov_st
568,Steven Bauer,/name/nm0000874/?ref_=tt_ov_st
569,Peter van Eyck,/name/nm0886870/?ref_=tt_ov_st
570,Tim Allen,/name/nm0000741/?ref_=tt_ov_st
571,Mahershala Ali,/name/nm0991810/?ref_=tt_ov_st
572,Anne Hathaway,/name/nm0004266/?ref_=tt_ov_st
573,Faye Dunaway,/name/nm0001159/?ref_=tt_ov_st
574,Andrea Eckert,/name/nm0248600/?ref_=tt_ov_st
575,María Marull,/name/nm0555404/?ref_=tt_ov_st
576,Takashi Shimura,/name/nm0793766/?ref_=tt_ov_st
577,Tatsuya Nakadai,/name/nm0619938/?ref_=tt_ov_st
578,Sterling Hayden,/name/nm0001330/?ref_=tt_ov_st
579,Chris Elliott,/name/nm0254402/?ref_=tt_ov_st
580,Emma Watson,/name/nm0914612/?ref_=tt_ov_st
581,Jake Gyllenhaal,/name/nm0350453/?ref_=tt_ov_st
582,Rupert Graves,/name/nm0001291/?ref_=tt_ov_st
583,Michael J. Fox,/name/nm0000150/?ref_=tt_ov_st
584,Elizabeth Berridge,/name/nm0000931/?ref_=tt_ov_st
585,Samuel L. Jackson,/name/nm0000168/?ref_=tt_ov_st
586,Soledad Villamil,/name/nm0897845/?ref_=tt_ov_st
587,Tommy Lee Jones,/name/nm0000169/?ref_=tt_ov_st
